1.0E-5,5964.31
1.31241E-5,5206.18
1.70876E-5,4562.52
2.2426E-5,3982.53
2.91987E-5,3490.13
3.83206E-5,3046.38
4.98935E-5,2669.64
6.54808E-5,2330.16
8.52562E-5,2041.91
1.11891E-4,1782.16
1.45682E-4,1561.63
1.91195E-4,1362.84
2.48937E-4,1194.04
3.26707E-4,1041.92
4.25373E-4,912.718
5.58264E-4,796.275
7.26861E-4,697.322
9.53941E-4,608.11
0.00124203,532.26
0.00163006,463.783
0.00212234,405.508
0.00278538,352.713
0.00362657,307.469
0.00497149,260.065
0.00680278,219.194
0.0092902,183.75
0.012142,156.914
0.0158747,133.053
0.0207477,112.236
0.024383,101.153
0.0253,98.7947
0.033204,83.1612
0.041464,71.8748
0.0516848,62.345
0.0648112,54.0549
0.0847058,45.9847
0.105586,40.7469
0.126231,37.5711
0.150913,35.6755
0.167021,35.4091
0.191514,36.4355
0.224514,40.4931
0.260652,45.9367
0.2733,46.5478
0.288577,45.4678
0.310342,40.6585
0.354694,27.5103
0.378513,22.167
0.403666,18.1174
0.430872,15.0768
0.458592,12.9154
0.495552,10.9361
0.536618,9.45794
0.577685,8.4321
0.639285,7.40518
0.704899,6.74973
0.775039,6.42752
0.800099,6.40813
0.850219,6.55374
0.887809,6.87817
0.929576,7.57385
0.959857,8.42584
0.992748,9.89519
1.02094,11.8761
1.04684,14.604
1.07106,18.2411
1.12421,28.733
1.14342,30.8955
1.15094,31.0727
1.16932,29.7743
1.19438,25.1259
1.22862,17.9086
1.25118,14.3424
1.27296,12.0083
1.34097,7.21317
1.36337,6.11609
1.39137,5.22877
1.42637,4.50942
1.46556,3.97085
1.51736,3.50145
1.59715,3.08185
1.67278,2.89993
1.70766,2.87831
1.75578,2.92822
1.8039,3.11931
1.83458,3.37112
1.86526,3.81332
1.89052,4.446
1.90977,5.23932
1.9242,6.1556
1.93623,7.28059
1.94676,8.70723
1.95578,10.4473
1.96481,12.9116
1.97338,16.2157
1.9818,20.682
1.99097,27.1808
2.0036,38.675
2.019,53.1842
2.02815,58.8689
2.03553,60.4501
2.04306,58.9208
2.05317,52.5203
2.07939,28.0089
2.08842,21.3722
2.09654,16.8061
2.10496,13.3002
2.11308,10.8437
2.1221,8.88101
2.13263,7.28069
2.14315,6.16091
2.15518,5.25274
2.1695,4.49538
2.1874,3.84814
2.21245,3.26153
2.24072,2.84731
2.26899,2.57893
2.31139,2.32741
2.38206,2.11687
2.46122,2.04614
2.54602,2.1214
2.59577,2.26509
2.64948,2.56235
2.70093,3.04403
2.75679,3.62971
2.79535,3.78553
2.8909,3.54699
2.92906,3.69396
2.9545,3.95725
2.9863,4.54891
3.0111,5.31314
3.03323,6.34442
3.05404,7.75746
3.07536,9.80416
3.10079,13.0823
3.13307,17.4074
3.15054,18.7121
3.15833,18.871
3.17236,18.4455
3.19341,16.3946
3.23498,10.9211
3.25603,8.82101
3.27752,7.33918
3.29835,6.41302
3.31918,5.85485
3.34637,5.5293
3.35689,5.50324
3.38671,5.70488
3.40908,6.14061
3.43396,6.99211
3.45428,8.09605
3.4734,9.64566
3.489,11.4686
3.50461,14.0474
